id_paiement,id_commande,montant,methode,statut_paiement
224,231,53000,carte_bancaire,reussi
225,232,40600,mobile_money,reussi
226,233,50600,Mobile Money,reussi
227,233,50600,mobile_money,reussi
228,234,35000,mobile_money,reussi
229,235,70000,paiement_livraison,reussi
230,236,18000,carte_bancaire,reussi
231,237,5600,carte_bancaire,reussi
232,238,46500,mobile_money,reussi
233,239,4500,Mobile Money,reussi
234,240,8400,mobile_money,reussi
235,241,45600,carte_bancaire,reussi
236,242,26800,mobile_money,reussi
237,243,57700,paiement_livraison,reussi
238,244,99400,mobile_money,echoue
239,245,37500,carte_bancaire,reussi
240,246,111500,mobile_money,reussi
241,247,42500,carte_bancaire,reussi
242,249,76000,mobile_money,reussi
243,250,18900,carte_bancaire,reussi
244,251,121900,paiement_livraison,reussi
245,253,75900,carte_bancaire,reussi
246,254,115000,mobile_money,reussi
247,255,57700,carte_bancaire,reussi
248,256,8400,paiement_livraison,reussi
249,257,40000,carte_bancaire,reussi
250,258,53500,paiement_livraison,reussi
251,259,45500,carte_bancaire,reussi
252,260,123000,mobile_money,reussi
253,261,5600,paiement_livraison,reussi
254,261,5600,paiement_livraison,reussi
255,262,24000,paiement_livraison,reussi
256,263,10500,mobile_money,reussi
257,264,27000,paiement_livraison,reussi
258,265,73800,carte_bancaire,reussi
259,266,111000,carte_bancaire,reussi
260,267,32000,carte_bancaire,reussi
261,270,17400,Mobile Money,reussi
262,271,28500,mobile_money,reussi
263,271,28500,paiement_livraison,reussi
264,272,132500,paiement_livraison,reussi
265,273,32400,paiement_livraison,echoue
266,274,3000,carte_bancaire,reussi
267,275,72100,mobile_money,reussi
268,276,40800,carte_bancaire,reussi
269,277,9000,paiement_livraison,reussi
270,278,153000,carte_bancaire,reussi
271,279,55200,Mobile Money,reussi
272,280,6500,mobile_money,reussi
273,281,5600,mobile_money,reussi
274,282,85500,paiement_livraison,reussi
275,283,99000,carte_bancaire,echoue
276,284,30000,paiement_livraison,reussi
277,285,150000,mobile_money,reussi
278,286,71400,paiement_livraison,reussi
279,287,74500,carte_bancaire,reussi
280,288,80600,carte_bancaire,reussi
281,289,5800,paiement_livraison,reussi
282,290,9500,mobile_money,reussi
283,291,112500,mobile_money,reussi
284,292,22000,paiement_livraison,reussi
285,293,45900,mobile_money,reussi
286,294,110600,paiement_livraison,reussi
287,295,56500,paiement_livraison,echoue
288,296,84000,carte_bancaire,reussi
289,297,141500,Mobile Money,reussi
290,298,187000,mobile_money,reussi
291,299,64500,mobile_money,reussi
292,300,50700,mobile_money,reussi
293,301,66000,mobile_money,reussi
294,302,12500,carte_bancaire,reussi
295,303,11000,Mobile Money,reussi
296,304,47100,paiement_livraison,echoue
297,305,19500,carte_bancaire,reussi
298,307,8400,mobile_money,reussi
299,308,30000,mobile_money,reussi
300,309,129800,carte_bancaire,reussi
301,310,43300,mobile_money,reussi
302,311,22000,paiement_livraison,reussi
303,312,105000,mobile_money,reussi
304,313,24500,mobile_money,reussi
305,314,24000,paiement_livraison,reussi
306,315,48500,carte_bancaire,reussi
307,316,202500,paiement_livraison,reussi
308,317,51500,carte_bancaire,reussi
309,317,51500,mobile_money,reussi
310,318,73800,mobile_money,reussi
311,319,87500,mobile_money,reussi
312,320,96000,carte_bancaire,reussi
313,321,169500,mobile_money,reussi
314,322,43500,carte_bancaire,reussi
315,323,17500,carte_bancaire,reussi
316,324,39500,carte_bancaire,reussi
317,325,64500,Mobile Money,reussi
318,326,25000,mobile_money,echoue
319,327,61600,paiement_livraison,reussi
320,328,140000,paiement_livraison,reussi
321,329,17000,carte_bancaire,reussi
322,330,57000,Mobile Money,reussi
323,331,30600,mobile_money,reussi
324,332,160000,mobile_money,reussi
325,333,70100,mobile_money,reussi
326,334,68500,mobile_money,reussi
327,335,27000,mobile_money,reussi
328,336,155000,mobile_money,reussi
329,337,34000,paiement_livraison,reussi
330,338,27500,carte_bancaire,echoue
331,339,39400,paiement_livraison,reussi
332,340,54000,carte_bancaire,reussi
333,341,8000,paiement_livraison,reussi
334,342,66000,mobile_money,reussi
335,343,11000,carte_bancaire,reussi
336,344,19500,carte_bancaire,echoue
337,345,23900,carte_bancaire,reussi
338,346,77000,mobile_money,reussi
339,347,11200,carte_bancaire,reussi
340,348,9500,paiement_livraison,reussi
341,349,55600,mobile_money,reussi
342,350,30900,carte_bancaire,reussi
343,351,89600,paiement_livraison,reussi
344,352,13000,mobile_money,reussi
345,353,39500,mobile_money,reussi
346,354,26700,carte_bancaire,reussi
347,355,15900,mobile_money,reussi
348,356,51500,carte_bancaire,reussi
349,357,36000,carte_bancaire,reussi
350,358,87000,paiement_livraison,reussi
351,359,16100,mobile_money,reussi
352,360,1500,paiement_livraison,reussi
353,361,25000,paiement_livraison,reussi
354,362,6500,mobile_money,reussi
355,363,75000,mobile_money,reussi
356,364,130000,mobile_money,reussi
357,365,4500,mobile_money,reussi
358,366,98600,carte_bancaire,reussi
359,367,118000,paiement_livraison,reussi
360,368,8400,mobile_money,reussi
361,369,34600,mobile_money,reussi
362,370,57800,paiement_livraison,reussi
363,371,50100,carte_bancaire,reussi
364,372,62400,mobile_money,reussi
365,373,111000,paiement_livraison,reussi
366,374,52800,Mobile Money,reussi
367,375,37600,carte_bancaire,reussi
368,376,28500,carte_bancaire,echoue
369,377,217000,carte_bancaire,echoue
370,378,103000,carte_bancaire,reussi
371,380,69500,paiement_livraison,reussi
372,381,4500,mobile_money,reussi
373,383,40300,carte_bancaire,echoue
374,384,53500,paiement_livraison,reussi
375,385,9000,paiement_livraison,reussi
376,386,52500,mobile_money,reussi
377,387,75700,mobile_money,reussi
378,389,32400,paiement_livraison,reussi
379,390,27400,Mobile Money,reussi
380,391,46000,paiement_livraison,reussi
381,392,87000,carte_bancaire,reussi
382,393,49900,mobile_money,reussi
383,394,166500,mobile_money,reussi
384,395,33000,mobile_money,reussi
385,396,9000,carte_bancaire,reussi
386,397,19500,mobile_money,reussi
387,398,52400,paiement_livraison,reussi
388,399,143500,carte_bancaire,reussi
389,400,41000,Mobile Money,reussi
390,401,16000,paiement_livraison,reussi
391,402,47500,mobile_money,reussi
392,403,118000,mobile_money,reussi
393,404,41500,carte_bancaire,reussi
394,405,39000,paiement_livraison,reussi
395,406,53000,carte_bancaire,reussi
396,407,90500,mobile_money,reussi
397,408,1500,paiement_livraison,reussi
398,409,59000,carte_bancaire,reussi
399,410,65200,carte_bancaire,reussi
400,411,8400,carte_bancaire,reussi
401,412,82000,mobile_money,reussi
402,413,15000,mobile_money,reussi
403,414,38100,mobile_money,reussi
404,415,70000,Mobile Money,echoue
405,416,9000,paiement_livraison,reussi
406,417,82500,carte_bancaire,reussi
407,418,36000,mobile_money,echoue
408,419,74000,carte_bancaire,reussi
409,420,68400,carte_bancaire,reussi
410,421,79000,paiement_livraison,reussi
411,422,9500,carte_bancaire,reussi
412,423,3000,carte_bancaire,echoue
413,424,90000,mobile_money,reussi
414,425,105500,carte_bancaire,reussi
415,426,70500,paiement_livraison,reussi
416,427,100500,paiement_livraison,reussi
417,428,170000,paiement_livraison,reussi
418,429,39400,mobile_money,reussi
419,430,78000,Mobile Money,reussi
420,431,26900,mobile_money,reussi
421,432,92000,mobile_money,reussi
422,433,24000,carte_bancaire,echoue
423,434,45000,carte_bancaire,reussi
424,435,33500,mobile_money,reussi
425,436,66000,mobile_money,reussi
426,437,82500,carte_bancaire,reussi
427,438,90800,mobile_money,reussi
428,439,37500,paiement_livraison,reussi
429,440,42200,mobile_money,reussi
430,441,8400,paiement_livraison,reussi
431,442,166500,mobile_money,reussi
432,443,11600,paiement_livraison,echoue
433,444,28500,mobile_money,reussi
434,445,24800,paiement_livraison,reussi
435,446,47300,mobile_money,reussi
436,447,5800,carte_bancaire,reussi
437,448,54400,mobile_money,reussi
438,449,121000,mobile_money,reussi
439,450,135100,carte_bancaire,reussi
440,451,66000,carte_bancaire,reussi
441,452,105000,mobile_money,reussi
442,452,105000,carte_bancaire,reussi
443,453,22000,carte_bancaire,reussi
444,454,70500,mobile_money,echoue
445,455,85000,mobile_money,reussi
446,457,4500,paiement_livraison,reussi
447,458,84500,mobile_money,reussi
448,459,26500,Mobile Money,reussi
449,460,44500,carte_bancaire,reussi
450,461,70200,carte_bancaire,reussi
451,462,133500,mobile_money,reussi
452,463,90000,paiement_livraison,reussi
453,464,67300,mobile_money,echoue
454,465,4200,mobile_money,reussi
455,466,61500,mobile_money,reussi
456,467,33000,carte_bancaire,reussi
457,468,11000,carte_bancaire,echoue
458,469,6000,mobile_money,reussi
459,470,68200,mobile_money,reussi
460,471,47000,mobile_money,echoue
461,472,164400,Mobile Money,reussi
462,473,35800,carte_bancaire,reussi
463,474,64000,carte_bancaire,reussi
464,475,3500,carte_bancaire,reussi
465,476,94500,carte_bancaire,reussi
466,477,15000,carte_bancaire,echoue
467,478,114500,paiement_livraison,reussi
468,479,54000,paiement_livraison,reussi
469,480,41800,carte_bancaire,reussi
470,481,55500,carte_bancaire,reussi
471,482,44500,paiement_livraison,reussi
472,483,24000,paiement_livraison,reussi
473,484,11000,mobile_money,reussi
474,485,116000,mobile_money,reussi
475,486,41400,paiement_livraison,reussi
476,487,25500,mobile_money,echoue
477,488,45000,paiement_livraison,reussi
478,489,82000,mobile_money,reussi
479,490,12500,mobile_money,reussi
480,491,44000,mobile_money,reussi
481,492,108500,carte_bancaire,reussi
482,493,97000,mobile_money,echoue
483,494,21000,Mobile Money,echoue
484,495,50000,mobile_money,reussi
485,496,92800,carte_bancaire,reussi
486,497,31000,carte_bancaire,reussi
487,498,24000,carte_bancaire,echoue
488,500,12500,mobile_money,reussi
489,501,67500,Mobile Money,echoue
490,502,28600,paiement_livraison,reussi
491,503,37600,carte_bancaire,echoue
492,504,119000,mobile_money,reussi
493,505,41500,mobile_money,reussi
494,506,91500,mobile_money,reussi
495,507,91800,mobile_money,reussi
496,508,42000,mobile_money,reussi
497,509,8800,carte_bancaire,reussi
498,510,9000,carte_bancaire,reussi
499,511,62900,mobile_money,reussi
500,512,58600,carte_bancaire,reussi
501,513,90000,mobile_money,reussi
502,514,45000,carte_bancaire,reussi
503,515,58500,paiement_livraison,reussi
504,516,37300,carte_bancaire,echoue
505,517,28600,mobile_money,reussi
506,518,19000,mobile_money,reussi
507,519,51500,paiement_livraison,reussi
508,520,40500,Mobile Money,reussi
509,521,20000,carte_bancaire,reussi
510,522,15000,paiement_livraison,reussi
511,523,66500,mobile_money,reussi
512,524,24000,mobile_money,reussi
513,525,14500,paiement_livraison,echoue
514,526,24000,carte_bancaire,reussi
515,527,4500,mobile_money,reussi
516,528,9500,carte_bancaire,reussi
517,528,9500,mobile_money,reussi
518,529,25000,carte_bancaire,reussi
519,530,105400,mobile_money,reussi
520,531,50000,mobile_money,reussi
521,532,10500,paiement_livraison,reussi
522,533,37500,carte_bancaire,reussi
523,534,127000,paiement_livraison,reussi
524,535,3000,Mobile Money,reussi
525,536,25000,mobile_money,reussi
526,537,95000,paiement_livraison,reussi
527,538,81000,carte_bancaire,reussi
528,539,59500,mobile_money,reussi
529,540,54100,paiement_livraison,reussi
530,541,109500,mobile_money,reussi
531,542,19000,mobile_money,reussi
532,543,115100,mobile_money,reussi
533,544,51900,mobile_money,reussi
534,545,7500,paiement_livraison,reussi
535,546,165000,carte_bancaire,reussi
536,548,38500,carte_bancaire,reussi
537,549,6000,mobile_money,reussi
538,550,53900,carte_bancaire,echoue
539,551,5600,mobile_money,echoue
540,552,138000,carte_bancaire,echoue
541,553,28200,Mobile Money,reussi
542,554,71000,mobile_money,reussi
543,556,66000,mobile_money,reussi
544,557,108500,carte_bancaire,reussi
545,557,108500,carte_bancaire,reussi
546,559,4500,mobile_money,reussi
547,560,16000,mobile_money,reussi
548,561,52000,paiement_livraison,reussi
549,562,22000,paiement_livraison,reussi
550,563,15000,carte_bancaire,reussi
551,563,15000,mobile_money,reussi
552,564,34300,paiement_livraison,reussi
553,565,104500,mobile_money,reussi
554,566,112400,mobile_money,reussi
555,566,112400,carte_bancaire,reussi
556,567,28500,mobile_money,reussi
557,568,128500,Mobile Money,reussi
558,569,81000,mobile_money,echoue
559,570,117500,carte_bancaire,reussi
560,571,46500,mobile_money,reussi
561,572,36000,carte_bancaire,reussi
562,573,107500,mobile_money,reussi
563,574,18200,mobile_money,reussi
564,575,35500,mobile_money,reussi
565,576,15000,carte_bancaire,reussi
566,577,162000,mobile_money,reussi
567,578,35600,mobile_money,echoue
568,579,44500,carte_bancaire,reussi
569,580,37100,paiement_livraison,reussi
570,581,4500,mobile_money,reussi
571,582,3000,mobile_money,reussi
572,583,134400,mobile_money,reussi
573,584,39000,carte_bancaire,reussi
574,585,36000,carte_bancaire,reussi
575,586,121000,paiement_livraison,reussi
576,586,121000,carte_bancaire,reussi
577,587,10500,carte_bancaire,reussi
578,588,32500,paiement_livraison,reussi
579,589,15000,paiement_livraison,reussi
580,590,33000,carte_bancaire,reussi
581,591,104500,carte_bancaire,reussi
582,592,74000,carte_bancaire,reussi
583,593,45100,mobile_money,reussi
584,594,119100,Mobile Money,reussi
585,595,43600,mobile_money,reussi
586,596,119000,mobile_money,reussi
587,597,78000,paiement_livraison,reussi
588,598,47900,carte_bancaire,reussi
589,599,57000,carte_bancaire,reussi
590,600,4500,mobile_money,echoue
591,601,33100,mobile_money,reussi
592,602,90500,mobile_money,reussi
593,603,33700,mobile_money,echoue
594,604,204000,carte_bancaire,reussi
595,605,100600,mobile_money,reussi
596,605,100600,paiement_livraison,reussi
597,606,49500,mobile_money,reussi
598,607,3000,mobile_money,reussi
599,608,76500,carte_bancaire,reussi
600,609,77700,carte_bancaire,reussi
601,610,13000,mobile_money,reussi
602,611,201600,carte_bancaire,reussi
603,612,73500,mobile_money,reussi
604,613,63500,mobile_money,reussi
605,614,16500,mobile_money,reussi
606,615,59100,carte_bancaire,echoue
607,616,30000,paiement_livraison,reussi
608,617,28500,mobile_money,echoue
609,618,197500,mobile_money,reussi
610,620,97000,carte_bancaire,reussi
611,621,58500,carte_bancaire,reussi
612,622,55000,paiement_livraison,reussi
613,623,38000,mobile_money,reussi
614,624,90000,carte_bancaire,reussi
615,625,154000,mobile_money,reussi
616,626,51000,carte_bancaire,reussi
617,627,51000,paiement_livraison,reussi
618,628,74200,mobile_money,echoue
619,629,23200,carte_bancaire,reussi
620,630,37000,carte_bancaire,reussi
621,631,114000,carte_bancaire,reussi
622,632,13000,paiement_livraison,reussi
623,633,66000,mobile_money,reussi
624,634,177500,paiement_livraison,reussi
625,636,2800,paiement_livraison,reussi
626,637,22500,paiement_livraison,reussi
627,639,88000,carte_bancaire,reussi
628,640,36000,carte_bancaire,reussi
629,641,124500,carte_bancaire,reussi
630,642,30000,mobile_money,reussi
631,643,9500,paiement_livraison,reussi
632,644,6000,mobile_money,echoue
633,645,33000,mobile_money,reussi
634,646,63000,mobile_money,reussi
635,647,17400,mobile_money,echoue
636,648,3500,mobile_money,reussi
637,649,56500,paiement_livraison,reussi
638,650,19400,mobile_money,reussi
639,652,117000,mobile_money,reussi
640,653,42500,mobile_money,echoue
641,654,7500,paiement_livraison,reussi
642,655,16800,mobile_money,reussi
643,656,117900,mobile_money,reussi
644,657,109500,carte_bancaire,reussi
645,658,22000,Mobile Money,reussi
646,659,114100,mobile_money,reussi
647,660,15000,mobile_money,reussi
648,661,94200,carte_bancaire,reussi
649,662,135000,Mobile Money,echoue
650,664,19000,carte_bancaire,reussi
651,666,42000,carte_bancaire,reussi
652,668,57500,carte_bancaire,echoue
653,669,55600,carte_bancaire,reussi
654,670,28500,paiement_livraison,reussi
655,671,91000,carte_bancaire,reussi
656,672,75000,paiement_livraison,reussi
657,673,67000,carte_bancaire,reussi
658,675,22500,Mobile Money,reussi
659,676,165000,paiement_livraison,reussi
660,677,83400,paiement_livraison,reussi
661,678,34500,paiement_livraison,reussi
662,679,30000,mobile_money,reussi
663,680,19300,carte_bancaire,reussi
664,681,25500,mobile_money,reussi
665,682,94000,mobile_money,reussi
666,683,116500,paiement_livraison,reussi
667,684,36700,carte_bancaire,reussi
668,685,21000,paiement_livraison,reussi
669,686,11000,mobile_money,reussi
670,687,41600,paiement_livraison,reussi
671,688,50400,mobile_money,echoue
672,689,40000,carte_bancaire,reussi
673,690,4500,paiement_livraison,reussi
674,691,29800,paiement_livraison,echoue
675,692,28500,paiement_livraison,reussi
676,694,38000,carte_bancaire,reussi
677,695,111900,paiement_livraison,echoue
678,696,129000,paiement_livraison,reussi
679,697,118500,mobile_money,reussi
680,698,30000,mobile_money,reussi
681,699,139900,carte_bancaire,reussi
682,700,94500,mobile_money,reussi
683,701,148500,mobile_money,reussi
684,702,40600,mobile_money,reussi
685,703,61800,mobile_money,reussi
686,704,66400,mobile_money,echoue
687,705,19500,mobile_money,reussi
688,706,33000,carte_bancaire,reussi
689,707,65500,carte_bancaire,echoue
690,708,24100,mobile_money,reussi
691,709,106000,mobile_money,reussi
692,710,75000,mobile_money,reussi
693,711,39500,mobile_money,echoue
694,714,18000,paiement_livraison,reussi
695,715,102000,mobile_money,reussi
696,716,19500,carte_bancaire,reussi
697,717,50600,carte_bancaire,reussi
698,718,71400,mobile_money,reussi
699,718,71400,mobile_money,reussi
700,719,97000,carte_bancaire,reussi
701,720,72000,paiement_livraison,reussi
702,721,3000,Mobile Money,reussi
703,722,91000,carte_bancaire,reussi
704,723,27800,mobile_money,reussi
705,724,10500,paiement_livraison,reussi
706,725,11900,mobile_money,reussi
707,726,135000,carte_bancaire,reussi
708,727,153800,carte_bancaire,reussi
709,728,74200,paiement_livraison,reussi
710,729,4500,mobile_money,reussi
711,730,41700,mobile_money,reussi
712,731,7500,paiement_livraison,reussi
713,732,40800,mobile_money,reussi
714,733,124000,mobile_money,reussi
715,734,64000,mobile_money,reussi
716,734,64000,mobile_money,reussi
717,735,19000,mobile_money,reussi
718,736,58200,carte_bancaire,reussi
719,737,14600,mobile_money,reussi
720,738,120000,carte_bancaire,reussi
721,739,111800,carte_bancaire,reussi
722,740,45500,paiement_livraison,reussi
723,741,20000,mobile_money,reussi
724,742,20200,mobile_money,reussi
725,743,47000,mobile_money,reussi
726,744,12600,paiement_livraison,reussi
727,745,21600,carte_bancaire,reussi
728,746,31000,carte_bancaire,reussi
729,747,122400,mobile_money,reussi
730,748,64000,paiement_livraison,reussi
731,749,150000,paiement_livraison,reussi
732,750,76500,carte_bancaire,reussi
733,751,11000,carte_bancaire,reussi
734,752,46300,carte_bancaire,reussi
735,753,9000,mobile_money,reussi
736,754,17500,carte_bancaire,reussi
737,755,36000,mobile_money,reussi
738,756,105000,mobile_money,reussi
739,757,63500,mobile_money,echoue
740,758,2800,mobile_money,echoue
741,759,81000,paiement_livraison,reussi
742,760,42100,Mobile Money,reussi
743,761,75000,mobile_money,reussi
744,762,34000,carte_bancaire,reussi
745,763,19500,mobile_money,reussi
746,764,37500,carte_bancaire,reussi
747,765,126000,carte_bancaire,reussi
748,766,73500,mobile_money,reussi
749,767,57000,Mobile Money,reussi
750,768,72500,Mobile Money,reussi
751,769,28500,carte_bancaire,reussi
752,770,47800,paiement_livraison,reussi
753,771,42600,paiement_livraison,echoue
754,772,125900,mobile_money,reussi
755,773,68500,carte_bancaire,echoue
756,774,4500,mobile_money,reussi
757,775,91500,carte_bancaire,reussi
758,776,32000,carte_bancaire,reussi
759,777,24200,carte_bancaire,reussi
760,778,3500,mobile_money,reussi
761,779,12000,mobile_money,reussi
762,780,68500,mobile_money,reussi
763,781,14400,mobile_money,reussi
764,782,33200,mobile_money,reussi
765,783,72500,mobile_money,reussi
766,784,90000,carte_bancaire,reussi
767,785,53400,paiement_livraison,reussi
768,786,37000,mobile_money,reussi
769,787,5600,mobile_money,reussi
770,788,15000,carte_bancaire,reussi
